,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,label
68,0.4229728,0.50058186,0.35151687,0.51863396,0.57561004,0.4720266,0.6493593,0.53679484,0.6320921,0.5638026,0.70277876,0.6949314,0.7118422,0.40395463,0.69366443,0.5732449,0.64006764,0.644099,0.4985543,0.7762371,0.74907565,1
69,0.41034275,0.41853607,0.41189,0.45865232,0.553831,0.4482966,0.7762371,0.73829144,0.628295,0.6166233,0.55200696,0.6070985,0.36861992,0.45175397,0.5192458,0.5263841,0.5955455,0.5717057,0.27321896,0.6329392,0.7762371,1
70,0.53785145,0.4800154,0.53334844,0.44827467,0.41342717,0.5439881,0.55462486,0.6935328,0.37224126,0.44861323,0.4991181,0.59299576,0.577653,0.5537069,0.5312105,0.60962045,0.5119222,0.5787504,0.4848557,0.619578,0.61403114,1
71,0.47379798,0.3887058,0.43647096,0.38138816,0.6669258,0.4308501,0.6695682,0.55972695,0.55258983,0.4411675,0.70885354,0.6312736,0.5979097,0.45763844,0.7762371,0.64782006,0.63990676,0.5910616,0.5406779,0.5953351,0.6222609,1
72,0.5700257,0.6556251,0.5374584,0.68863904,0.4555323,0.504308,0.6581366,0.53149253,0.67327654,0.64698344,0.6881552,0.64587903,0.42443854,0.7762371,0.63371384,0.6488677,0.6229083,0.62027526,0.5824368,0.56784844,0.6325651,1
73,0.33581632,0.42318732,0.40735987,0.39076996,0.6044088,0.42622504,0.7762371,0.6337607,0.4732859,0.6231284,0.48410654,0.4481398,0.3711375,0.30918574,0.56197035,0.28273386,0.61558527,0.59411675,0.391998,0.68420494,0.70428246,1
74,0.5904881,0.6393105,0.61653036,0.6194818,0.56548357,0.47364622,0.6496337,0.6763554,0.58583915,0.42463973,0.6092744,0.50453293,0.5755325,0.5274385,0.5457183,0.38950282,0.53404284,0.4711274,0.6877189,0.7762371,0.7762371,1
75,0.47891927,0.43932223,0.50373644,0.5700932,0.5119708,0.5321652,0.3712321,0.59749794,0.3645946,0.48713636,0.33978537,0.32630187,0.40277833,0.48683864,0.31990322,0.4583884,0.32272482,0.41877043,0.5484359,0.6919183,0.51451254,1
76,0.35606027,0.43567038,0.22092326,0.4927377,0.505722,0.6339719,0.7762371,0.7762371,0.7762371,0.7762371,0.5348185,0.601483,0.38016555,0.4864831,0.54600483,0.60464746,0.7762371,0.7762371,0.36071098,0.49180818,0.7762371,1
77,0.49220425,0.52830046,0.67238057,0.44583124,0.39034754,0.67026335,0.42243654,0.4420607,0.61223316,0.6308605,0.51901823,0.496305,0.5445203,0.5297858,0.5375599,0.48133194,0.44840357,0.67462754,0.49085552,0.7762371,0.40840715,1
78,0.5328642,0.6429523,0.5865444,0.5291207,0.545698,0.4809426,0.4641416,0.6282815,0.5036296,0.55209196,0.6452149,0.583855,0.388079,0.6382107,0.5142768,0.5273766,0.56189334,0.5731379,0.6244922,0.52869684,0.50464433,1
79,0.5918191,0.6087318,0.63171214,0.45698333,0.62185913,0.41961592,0.5908808,0.56585044,0.5957089,0.5684329,0.5755843,0.6448839,0.6306497,0.4999081,0.5519989,0.51079386,0.7013435,0.580384,0.46531504,0.62986094,0.62290084,1
80,0.5575775,0.51212025,0.50101405,0.5336906,0.5520286,0.54301006,0.6949324,0.7762371,0.6828395,0.6267035,0.71013486,0.7762371,0.4216869,0.57776785,0.6228187,0.7762371,0.59144413,0.7762371,0.58821917,0.514937,0.70619345,1
81,0.55013674,0.57483757,0.4950831,0.54431874,0.61496615,0.32768333,0.5945729,0.61552125,0.64282036,0.70518863,0.6108386,0.58086425,0.6179346,0.60484433,0.60631824,0.48766845,0.6187537,0.55825955,0.48550314,0.6249395,0.7762371,1
82,0.61773133,0.7042233,0.68120724,0.4766149,0.55500126,0.5713174,0.7762371,0.7762371,0.5563477,0.7762371,0.67821735,0.7085877,0.7762371,0.5726622,0.7762371,0.6267753,0.6910663,0.7035209,0.5505144,0.6901615,0.6841917,1
83,0.34604776,0.42484352,0.45042795,0.52143925,0.39883053,0.57132125,0.50170416,0.575804,0.61046225,0.47464144,0.54304516,0.550827,0.462386,0.33563703,0.4174428,0.49971306,0.6325587,0.58621377,0.51501703,0.6166224,0.5688936,1
84,0.5566322,0.6431772,0.5409396,0.578813,0.33053654,0.7762371,0.5679663,0.60242146,0.6271295,0.65826374,0.6708518,0.64233947,0.59146035,0.5286642,0.6546732,0.5519047,0.5996075,0.6291548,0.7762371,0.60944384,0.56009984,1
85,0.6421546,0.58090794,0.54421437,0.57617915,0.5832103,0.4020874,0.6703081,0.6398746,0.6721607,0.67099404,0.7762371,0.6469126,0.6325043,0.57378054,0.6206964,0.67569757,0.70100754,0.65149724,0.5456783,0.6557958,0.5608553,1
86,0.40322453,0.32781467,0.4301652,0.5590446,0.57268673,0.49633676,0.7762371,0.70169204,0.68640816,0.66240424,0.47293586,0.6594531,0.41511863,0.48862565,0.57349825,0.69060826,0.7762371,0.59919775,0.5401707,0.6858177,0.7762371,1
87,0.6215398,0.5358893,0.62817055,0.45739514,0.66434777,0.4168247,0.5146334,0.68547827,0.49769074,0.5982997,0.7762371,0.6583564,0.7762371,0.60220826,0.7762371,0.572089,0.6307624,0.65247935,0.5383911,0.5245018,0.603529,1
88,0.3827715,0.36597598,0.41406244,0.40497464,0.58982563,0.46054846,0.7762371,0.7762371,0.6880035,0.69834423,0.44824618,0.4790616,0.4788772,0.2601576,0.5540771,0.3380537,0.7762371,0.638408,0.33568853,0.7000727,0.7762371,1
89,0.42058492,0.39180142,0.42236373,0.5281249,0.57291055,0.3853342,0.67204976,0.70452535,0.49037397,0.64271796,0.6056153,0.582336,0.65703684,0.39831138,0.68900937,0.4740852,0.65250546,0.58703274,0.3307612,0.7762371,0.7762371,1
90,0.43612498,0.49670666,0.46800488,0.3803501,0.6084861,0.42637256,0.6066807,0.5971751,0.53722256,0.5146759,0.4900766,0.47529608,0.46852922,0.52723587,0.46881163,0.5467246,0.63987666,0.50638145,0.4289297,0.69332826,0.6915433,1
91,0.36543176,0.6033971,0.48730505,0.53129095,0.564674,0.44000238,0.628006,0.5249591,0.50380665,0.4246748,0.4599535,0.4995457,0.42835057,0.6060167,0.52567786,0.5375337,0.46872216,0.42577788,0.5121812,0.66920286,0.61687565,1
92,0.4323094,0.44464976,0.36515856,0.31887016,0.4043235,0.7067512,0.66338116,0.70120907,0.6249168,0.53224367,0.57262135,0.5438144,0.4381653,0.36583537,0.52964973,0.49152887,0.646669,0.6166424,0.53916436,0.49429882,0.68949276,1
93,0.5330645,0.44932312,0.5007034,0.2766799,0.49884015,0.5559798,0.71838605,0.7762371,0.7762371,0.7762371,0.701457,0.64800227,0.5934648,0.5056557,0.6845501,0.7762371,0.7762371,0.7762371,0.44782805,0.5056766,0.7762371,1
94,0.51783204,0.4807986,0.42297453,0.49731737,0.4282918,0.6362095,0.605765,0.66996473,0.60673183,0.67854524,0.7762371,0.70340455,0.53774655,0.59898376,0.59806806,0.635569,0.6000776,0.639371,0.3784111,0.5639483,0.5906518,1
95,0.5388187,0.589438,0.61188173,0.49583036,0.6306196,0.47020727,0.6952519,0.39700344,0.5955922,0.454715,0.59194344,0.6538741,0.5400399,0.5660729,0.595363,0.60583097,0.6493084,0.48920053,0.70085174,0.6732322,0.50013185,1
96,0.54460394,0.5983439,0.6237213,0.67687386,0.47563726,0.5037604,0.48280436,0.50215447,0.6314493,0.50707775,0.6232737,0.66177464,0.51535773,0.628519,0.65705,0.62299776,0.55943835,0.5676487,0.66166407,0.7762371,0.45734024,1
97,0.46989495,0.57430094,0.43331733,0.5750276,0.50596875,0.5238766,0.38171664,0.64779156,0.51193327,0.5687617,0.42973256,0.45956117,0.5418692,0.6002184,0.38541603,0.51661956,0.56109095,0.55610514,0.5026704,0.50604266,0.544139,1
98,0.52187043,0.6066866,0.5458917,0.5681729,0.6265118,0.41338074,0.7762371,0.7762371,0.7762371,0.7762371,0.66017336,0.6438353,0.56809807,0.50937825,0.61190164,0.51936597,0.62305325,0.64338964,0.53904104,0.5857398,0.7762371,1
99,0.5069305,0.52264726,0.58092755,0.5078064,0.5146193,0.5559578,0.6850962,0.54474145,0.4266997,0.5046122,0.5035843,0.42639387,0.4210316,0.5914767,0.4841544,0.4825338,0.4056728,0.46647495,0.6807729,0.6910215,0.7762371,1
100,0.5033088,0.53540653,0.3665614,0.4840861,0.68395346,0.31675112,0.7762371,0.7762371,0.5369367,0.44540322,0.4340893,0.49281764,0.40712535,0.49438852,0.4600656,0.49558216,0.617037,0.53039134,0.29370806,0.6244915,0.66001153,1
101,0.37761167,0.36377704,0.44718558,0.42506564,0.486503,0.55747265,0.54193,0.4990949,0.40607202,0.45324492,0.5050284,0.54033154,0.4170218,0.38937318,0.44394916,0.5891418,0.5139652,0.47890168,0.46273667,0.5117091,0.54347193,1
102,0.0,0.0,0.10737426,0.11450499,0.47890657,0.54397607,0.66013867,0.6322775,0.7762371,0.711629,0.7762371,0.7762371,0.32587898,0.05082181,0.6769256,0.56085545,0.68798953,0.7762371,0.048352227,0.6373069,0.67091346,1
103,0.47107983,0.45724875,0.34939063,0.42516994,0.6444515,0.38337454,0.4351695,0.30059496,0.43954498,0.41835433,0.6942177,0.67115474,0.48780507,0.65861475,0.5509766,0.6098099,0.6283408,0.43152356,0.5784994,0.6941819,0.43400916,1
104,0.6356733,0.5612949,0.5405904,0.5467046,0.60278153,0.441303,0.48812735,0.49508834,0.49460077,0.55371433,0.7018187,0.7762371,0.68328065,0.7762371,0.7087025,0.69730544,0.38498682,0.5655905,0.56353074,0.68488294,0.56188804,1
105,0.35882977,0.42393148,0.46988976,0.39955157,0.57572204,0.45868468,0.6048304,0.63851357,0.53869927,0.6824708,0.54698724,0.65473,0.53390265,0.6390426,0.56926835,0.652834,0.5045835,0.6450373,0.330225,0.65789217,0.66048396,1
106,0.57016975,0.571969,0.44537115,0.51103055,0.6195384,0.42421255,0.7185134,0.6661249,0.68172723,0.7762371,0.60456914,0.65405846,0.6226032,0.6379099,0.53926706,0.69154024,0.70531714,0.69120806,0.41650993,0.45398498,0.7762371,1
107,0.40099192,0.45550072,0.40278387,0.4478525,0.43342268,0.5880008,0.6757012,0.7762371,0.5875311,0.56646746,0.7762371,0.70514804,0.5644712,0.5447887,0.67798245,0.66555756,0.7762371,0.6234367,0.400012,0.53445095,0.6934354,1
