,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,label
0,0.525543,0.5422388,0.61920255,0.6125906,0.5258753,0.5699328,0.4294836,0.5878305,0.5604458,0.7762371,0.52852315,0.5847795,0.45347947,0.6856786,0.528963,0.6299153,0.52701974,0.67580026,0.66275907,0.6718563,0.5850721,1
1,0.52724534,0.49484998,0.5487366,0.48555398,0.54421103,0.5422399,0.58480304,0.6990269,0.51753664,0.5584452,0.6199718,0.63377595,0.6239324,0.50578827,0.66658264,0.52704555,0.5974392,0.6055312,0.454264,0.6718822,0.62316674,1
2,0.66391027,0.700815,0.6111183,0.48264688,0.6103176,0.4240282,0.6295254,0.67114663,0.6313256,0.67982405,0.7762371,0.65077776,0.70777845,0.5881,0.6782913,0.60911876,0.61150324,0.6539904,0.5902241,0.7762371,0.71834373,1
3,0.5284332,0.575547,0.48533487,0.49093932,0.5746469,0.443665,0.6062607,0.57681376,0.5964954,0.5871125,0.59707934,0.6308496,0.46510524,0.5526133,0.59816486,0.51124966,0.5908464,0.66318536,0.5878995,0.7762371,0.49898964,1
4,0.6606331,0.5926214,0.55984133,0.6113301,0.5822882,0.4363144,0.6597105,0.63675725,0.61983275,0.59035635,0.60202414,0.58659345,0.6004347,0.67489845,0.52134603,0.6455308,0.7556749,0.65354574,0.64460826,0.67239505,0.6146878,1
5,0.37002945,0.36581823,0.53427815,0.40853417,0.6995161,0.3792916,0.6251865,0.5943305,0.58070093,0.5258553,0.43913645,0.3798583,0.4019763,0.388266,0.43462926,0.40778592,0.58046496,0.40485775,0.40296352,0.7762371,0.5577715,1
6,0.6663569,0.5836709,0.6811231,0.62141675,0.5296161,0.5481075,0.6351217,0.5972849,0.60006034,0.61755806,0.6150034,0.68666637,0.7087779,0.6005721,0.63080126,0.6948141,0.6423471,0.6172097,0.7762371,0.4951576,0.62908834,1
7,0.60740453,0.6277275,0.61039555,0.62860405,0.31918514,0.7179758,0.5995308,0.7042227,0.6341953,0.7762371,0.58521414,0.6145954,0.6396134,0.6040116,0.6465095,0.6305657,0.5372004,0.7762371,0.65838027,0.47858,0.5647504,1
8,0.6515474,0.62533903,0.661605,0.62054735,0.5954798,0.536856,0.6806149,0.63188624,0.57692504,0.6403615,0.69528466,0.6696836,0.5982807,0.6762205,0.6971757,0.645043,0.70729595,0.7762371,0.6517621,0.67411715,0.7053331,1
9,0.41143227,0.4937935,0.4574566,0.56488115,0.44479346,0.60004747,0.5990419,0.6099089,0.64097226,0.6147893,0.62141275,0.6972546,0.5716023,0.5444201,0.5483481,0.6598981,0.5962223,0.532786,0.4062021,0.57607067,0.7762371,1
10,0.60469556,0.57249665,0.5538126,0.4678961,0.5980527,0.43836546,0.6081685,0.70678556,0.5534624,0.5659527,0.57275724,0.46857876,0.5507191,0.5355281,0.63018507,0.5948346,0.51379395,0.6942885,0.60659665,0.6307298,0.6936929,1
11,0.63922954,0.66439265,0.45151913,0.5277077,0.50534713,0.6227115,0.53394276,0.61397785,0.68040186,0.6841156,0.7762371,0.6870231,0.6214936,0.49248928,0.6989073,0.65899926,0.7762371,0.69977236,0.43435365,0.6004214,0.45941496,1
12,0.50057775,0.5131652,0.53029126,0.53089863,0.4786027,0.5562001,0.49003386,0.5724313,0.5930114,0.61282825,0.49002874,0.49490625,0.47160262,0.5499521,0.6003986,0.5797021,0.5485091,0.4874516,0.52772063,0.559779,0.5422242,1
13,0.29693484,0.4077813,0.22132954,0.29642516,0.7762371,0.2928696,0.66162825,0.6912895,0.66285527,0.62433654,0.47837865,0.45754987,0.2999484,0.39193928,0.4296832,0.47432292,0.63378406,0.45802855,0.32304826,0.55335754,0.6707283,1
14,0.4294771,0.602841,0.49094874,0.47261304,0.59259,0.494861,0.6711366,0.65455264,0.6411421,0.62754154,0.52454925,0.44739318,0.43280184,0.5169406,0.44928667,0.4771651,0.5855979,0.70643175,0.57732415,0.6564322,0.6737611,1
15,0.5378012,0.5165487,0.46547586,0.5832215,0.4596786,0.63557035,0.47612143,0.64674973,0.5562729,0.6186898,0.4615091,0.46425885,0.5146234,0.5336498,0.5343404,0.6488863,0.47785938,0.53015214,0.47544545,0.6080905,0.64320314,1
16,0.5930573,0.59496754,0.5824599,0.5457316,0.5939679,0.43136668,0.7762371,0.7762371,0.7027948,0.6641979,0.7762371,0.6948934,0.69443166,0.59012866,0.7762371,0.61419684,0.6371746,0.6566233,0.6873626,0.550494,0.7762371,1
17,0.35254765,0.6172842,0.32351452,0.6287855,0.48237228,0.6040326,0.49761307,0.613788,0.4853844,0.5684007,0.47933012,0.62245536,0.37330592,0.50704837,0.45825446,0.6318757,0.5102585,0.59756476,0.3910971,0.6118087,0.5438169,1
18,0.69536287,0.6319173,0.43306303,0.50457007,0.6395132,0.38485235,0.7762371,0.7136819,0.70988613,0.7124709,0.55574477,0.61248904,0.49708462,0.591903,0.44706947,0.56132406,0.64236015,0.712458,0.4505732,0.6454271,0.7762371,1
19,0.4895643,0.40373176,0.4647681,0.52342683,0.5549559,0.5589354,0.5811809,0.5816805,0.55819875,0.65974396,0.52479976,0.6383962,0.42772716,0.4912761,0.44572464,0.49081355,0.49575758,0.67311895,0.4652254,0.57626647,0.70245624,1
20,0.42904913,0.49002266,0.3932392,0.49782372,0.5833527,0.4783774,0.5576515,0.681314,0.4822489,0.5929434,0.5985988,0.70411706,0.38112074,0.5227697,0.44662905,0.5163237,0.6142844,0.5718387,0.5764978,0.7762371,0.5857024,1
21,0.35928643,0.49001002,0.4465338,0.4254296,0.56776214,0.5061709,0.5242145,0.6787877,0.64952594,0.6454349,0.6238212,0.7762371,0.49057943,0.5257782,0.619308,0.6336506,0.5923561,0.69798124,0.3950144,0.54725176,0.560774,1
22,0.39354688,0.4327985,0.42914024,0.3393059,0.69044304,0.4418645,0.55293244,0.6294333,0.5996915,0.6814532,0.6534356,0.6839466,0.4763847,0.49214768,0.70901793,0.54227585,0.64079714,0.6794729,0.4291786,0.6342809,0.6181757,1
23,0.6265433,0.5306516,0.42851776,0.57536185,0.5520748,0.5777169,0.6413526,0.48354107,0.45764613,0.36068046,0.38290608,0.3923628,0.4054654,0.58417594,0.3687036,0.38859707,0.47555417,0.40724432,0.5178253,0.6990331,0.55479217,1
24,0.41915965,0.4743281,0.44712764,0.49713653,0.47337395,0.61948717,0.612774,0.6948105,0.5548613,0.60237443,0.46549058,0.5491037,0.37943214,0.3490142,0.4400651,0.561765,0.49069387,0.69807315,0.39441115,0.5686368,0.7062546,1
25,0.4619857,0.5968591,0.39891005,0.613386,0.44483906,0.6023036,0.67500156,0.59912896,0.51852876,0.39490196,0.49144918,0.48450106,0.49193805,0.55587035,0.5818587,0.4842472,0.53111064,0.41599178,0.42168337,0.5080893,0.5101507,1
26,0.61550117,0.6466674,0.43292803,0.40347213,0.5852438,0.5119658,0.7762371,0.69259983,0.6498797,0.6019937,0.7051272,0.6532935,0.574691,0.59230244,0.7762371,0.5233705,0.608043,0.6500678,0.491454,0.5541645,0.7762371,1
27,0.55479157,0.62107855,0.53360933,0.6114652,0.6195324,0.47919375,0.7762371,0.6954615,0.56761,0.55476236,0.66127574,0.6834461,0.6405173,0.6657884,0.6417607,0.56941396,0.6639148,0.58236724,0.50554633,0.71134067,0.7762371,1
28,0.61035454,0.6895533,0.48881078,0.6860968,0.5216873,0.5388463,0.63276446,0.567373,0.6105358,0.60472625,0.6200868,0.5879865,0.47757888,0.7086913,0.59615,0.6295614,0.59613407,0.603628,0.6207603,0.57337695,0.6077487,1
29,0.3829065,0.42688528,0.5686129,0.5031405,0.53182316,0.5371595,0.7762371,0.4933375,0.71231306,0.572391,0.65496033,0.6001071,0.57973963,0.42002684,0.5518436,0.5235448,0.6607817,0.5741188,0.68036944,0.64558506,0.6754376,1
30,0.4782567,0.56074953,0.51826084,0.611849,0.693243,0.45974874,0.6044811,0.53270376,0.7168209,0.6156514,0.599553,0.6597018,0.53916407,0.49754232,0.60090417,0.59300065,0.7762371,0.5957711,0.6138775,0.63077813,0.6755503,1
31,0.36027348,0.4295911,0.5780613,0.49202096,0.5064578,0.6040691,0.5951218,0.58790815,0.576133,0.5500453,0.6515691,0.70062745,0.5418909,0.5360244,0.56006676,0.54682404,0.61030483,0.53957355,0.56263196,0.5693636,0.68861073,1
32,0.30087253,0.4179365,0.43813312,0.5097419,0.6167039,0.44817442,0.7762371,0.65207684,0.7762371,0.62442833,0.7084458,0.6258184,0.5508182,0.39614126,0.7007817,0.63665307,0.61151123,0.6297247,0.450373,0.6513032,0.71014696,1
33,0.46899664,0.4111652,0.38545716,0.41880584,0.40647098,0.5563055,0.5999801,0.7762371,0.6451553,0.55821073,0.5053164,0.5963282,0.34120572,0.53216684,0.47421998,0.5746129,0.6981002,0.55754757,0.32154316,0.5051666,0.7762371,1
34,0.5892962,0.558267,0.5548054,0.49898458,0.64090973,0.38322675,0.5497862,0.60078174,0.7762371,0.6571148,0.71501297,0.7762371,0.5787456,0.50596523,0.7762371,0.55445445,0.7145923,0.69684803,0.6306349,0.707407,0.5701205,1
35,0.40147287,0.48424166,0.41068128,0.53855157,0.4858405,0.61400914,0.634346,0.60697937,0.6226953,0.5464031,0.5932206,0.5556731,0.55842954,0.58790433,0.60008204,0.6361192,0.62751985,0.661569,0.5749249,0.7762371,0.5648435,1
36,0.47768545,0.41295522,0.47972238,0.5304266,0.5085413,0.5708813,0.5447344,0.50854266,0.5742338,0.46477365,0.3914457,0.32039937,0.4427144,0.501415,0.3928514,0.32135016,0.6068817,0.551807,0.5414129,0.67075175,0.55492425,1
37,0.4603672,0.4984231,0.45218813,0.45167893,0.5518079,0.47180092,0.6561733,0.7128446,0.6883024,0.7762371,0.5213242,0.45208883,0.48146826,0.488743,0.4313465,0.47873378,0.5449233,0.6042022,0.42200503,0.66216016,0.6391604,1
38,0.46682465,0.5011245,0.47424722,0.60132915,0.4389658,0.6397466,0.5946375,0.7762371,0.6642323,0.7762371,0.6559953,0.67446804,0.4774803,0.6160427,0.6497663,0.6526597,0.581324,0.68590903,0.53092635,0.56622064,0.7105128,1
39,0.5439011,0.4852385,0.55810285,0.39964342,0.5953234,0.48988855,0.7762371,0.65929693,0.61047393,0.511758,0.5499688,0.6304047,0.5342438,0.43638408,0.651621,0.591777,0.6594139,0.66747093,0.37102872,0.63094115,0.7762371,1
40,0.36504743,0.48783398,0.36986795,0.48913288,0.41734654,0.6344077,0.7762371,0.6876947,0.6154162,0.5533793,0.63968736,0.6647753,0.41758293,0.45784718,0.5891677,0.7762371,0.6162574,0.67157906,0.39180112,0.5937377,0.7762371,1
41,0.6073961,0.7545419,0.530566,0.5594963,0.35362524,0.6990287,0.6162105,0.57983595,0.6605967,0.7762371,0.6908341,0.7762371,0.61539817,0.6840541,0.7762371,0.709657,0.6347079,0.61058265,0.65208656,0.47252804,0.6658957,1
42,0.67041534,0.5290015,0.62807477,0.59802645,0.5152303,0.5435877,0.6849864,0.62392056,0.5809416,0.65933937,0.635528,0.69389707,0.692487,0.6221654,0.5963468,0.69073683,0.57306844,0.6740254,0.52855086,0.6926537,0.68652,1
43,0.5830482,0.66697896,0.53865606,0.42000625,0.49173552,0.53921497,0.6304645,0.5189251,0.60067064,0.57790035,0.49172825,0.58981663,0.48496604,0.5886447,0.42867422,0.5718553,0.57391745,0.61939675,0.61248803,0.59751266,0.5564125,1
44,0.6324555,0.6078215,0.41582364,0.3727877,0.5171395,0.509516,0.6539644,0.60537666,0.7019815,0.6845633,0.5062203,0.6685048,0.533598,0.5226819,0.6336676,0.5817428,0.6924966,0.60493076,0.40295613,0.65696716,0.7762371,1
45,0.40094197,0.36443567,0.31891865,0.5053848,0.37104505,0.7762371,0.4921626,0.6442852,0.66729,0.68891674,0.4601776,0.53262866,0.32919845,0.46330744,0.36339265,0.52448833,0.61565727,0.6912616,0.42079714,0.6250807,0.62724495,1
46,0.4057202,0.27560893,0.45020092,0.3548036,0.6172171,0.5091505,0.44191355,0.4962572,0.40856034,0.4469304,0.40400463,0.40046066,0.35676306,0.34761804,0.3592627,0.41395536,0.39748868,0.47441292,0.50501424,0.5382194,0.4698189,1
47,0.5368831,0.5714652,0.52596533,0.44768637,0.6576636,0.42955083,0.48098004,0.5312444,0.63989305,0.672957,0.6589721,0.64519745,0.5274428,0.5745506,0.6489247,0.6256806,0.6411208,0.61526555,0.54843616,0.6240568,0.48227865,1
48,0.49007034,0.64430135,0.5640279,0.45887142,0.56695396,0.4892308,0.5359943,0.4541099,0.36935568,0.53378785,0.57230425,0.55635864,0.57389295,0.7762371,0.46359372,0.6071951,0.3466706,0.4091025,0.6008452,0.5296748,0.59952015,1
49,0.48959076,0.50722945,0.47169435,0.61592644,0.55512494,0.46784282,0.7116652,0.7060617,0.6775012,0.6304423,0.56913304,0.53491235,0.48878008,0.5209471,0.5488498,0.4955343,0.591502,0.57871956,0.46831793,0.57997763,0.6668963,1
50,0.5652187,0.5194669,0.5224106,0.48397356,0.7762371,0.37714964,0.7762371,0.7762371,0.64903486,0.6698429,0.6647285,0.68959457,0.5908047,0.44807243,0.6607296,0.595782,0.6492867,0.64312816,0.37351197,0.55918205,0.7762371,1
51,0.38142687,0.552915,0.43750745,0.60730785,0.48441732,0.64419043,0.609522,0.7762371,0.576311,0.6212474,0.56527096,0.59882003,0.6020397,0.4602524,0.57289696,0.6169003,0.6026374,0.60535663,0.5108846,0.65664405,0.67339635,1
52,0.6125581,0.70853704,0.6078397,0.3610555,0.55094004,0.56885076,0.66241425,0.63606626,0.7665508,0.64846987,0.70521134,0.694821,0.6113317,0.59024996,0.7762371,0.6408077,0.7762371,0.6651798,0.46701407,0.61750156,0.4781642,1
53,0.5022068,0.4900819,0.4964704,0.5277631,0.57193464,0.48261887,0.49849123,0.62620324,0.5520436,0.53160053,0.520045,0.54642075,0.5045805,0.52742666,0.5412053,0.43187743,0.5903856,0.4488974,0.5962372,0.64137155,0.67063695,1
54,0.4597357,0.55710953,0.67704296,0.6124418,0.41761875,0.68370306,0.4309727,0.50969744,0.52113485,0.58819216,0.5715447,0.51921934,0.63601536,0.55331296,0.5638655,0.52772063,0.46978605,0.48791617,0.68478596,0.5431963,0.54558325,1
55,0.5407911,0.53085464,0.42541605,0.4129355,0.58856356,0.4799794,0.691848,0.6208198,0.6547379,0.69911593,0.66040623,0.6999159,0.56894666,0.4547338,0.57741314,0.6327189,0.6286744,0.71480757,0.39139348,0.6418357,0.66806424,1
56,0.625461,0.64303464,0.47308284,0.49217582,0.67314994,0.41034636,0.5714231,0.5456455,0.7762371,0.68766767,0.67638576,0.6540001,0.6123468,0.6316473,0.6914963,0.60209495,0.64713776,0.65496415,0.65026987,0.6288459,0.52781475,1
57,0.6250788,0.5395958,0.39536917,0.4719711,0.452111,0.5110518,0.5882224,0.61368704,0.56648105,0.53314775,0.57249635,0.3736077,0.5314649,0.5150378,0.6744879,0.6077213,0.70282614,0.6059246,0.37198597,0.43636692,0.5715044,1
58,0.5731701,0.6202059,0.40311083,0.22628295,0.50549185,0.59469813,0.7762371,0.7762371,0.5663264,0.5117709,0.5915018,0.64399934,0.5723627,0.43061644,0.6370405,0.70408505,0.70789754,0.66193366,0.33036685,0.500385,0.7762371,1
59,0.37417632,0.5437216,0.33270258,0.5856185,0.5021411,0.57971704,0.49870992,0.64910847,0.64190346,0.5272456,0.65378857,0.48576766,0.5473816,0.4201998,0.7109113,0.5811874,0.57102555,0.5572722,0.63241524,0.5410953,0.7167449,1
60,0.6000815,0.5686239,0.5378089,0.58400506,0.42311227,0.61977077,0.6455902,0.6836145,0.6522499,0.67792815,0.634218,0.5963168,0.50897974,0.5262428,0.5181525,0.48264897,0.6235465,0.6378897,0.5322612,0.7762371,0.59179664,1
61,0.5688819,0.4721946,0.5486524,0.5182815,0.53312975,0.38260397,0.64278543,0.6252814,0.5462,0.68103266,0.6152507,0.6576411,0.561436,0.611597,0.68418837,0.62807685,0.52554256,0.65839523,0.5728643,0.6509144,0.6354557,1
62,0.45048887,0.3930265,0.37873608,0.5114757,0.54967403,0.55938786,0.5666293,0.71641177,0.65248376,0.71694607,0.54172516,0.57773817,0.47906613,0.4934209,0.4599586,0.5672218,0.60295206,0.5195978,0.4989571,0.6786156,0.62288004,1
63,0.42310712,0.4707535,0.4632401,0.47702456,0.5743343,0.4953525,0.68233484,0.7762371,0.5547115,0.67092687,0.43642634,0.40629065,0.40938354,0.3910876,0.4866326,0.31783494,0.54501265,0.6872673,0.32712576,0.6384626,0.7762371,1
64,0.50205535,0.44641837,0.57147723,0.451662,0.57840306,0.48416805,0.55953413,0.6767135,0.63775355,0.7045063,0.6899075,0.7064944,0.55923706,0.35839856,0.6662315,0.6758057,0.6695083,0.7762371,0.40760708,0.58272505,0.5815904,1
65,0.54489666,0.69482386,0.54005384,0.503103,0.47314692,0.5554334,0.441607,0.54811126,0.420105,0.44596642,0.6276341,0.5065974,0.63563347,0.5780298,0.57846063,0.54738295,0.5304157,0.4306453,0.45877624,0.71787286,0.5054904,1
66,0.51019496,0.49074537,0.5062457,0.5378328,0.5188086,0.47803986,0.7762371,0.7762371,0.675102,0.6170555,0.60415524,0.50830895,0.46689397,0.4986409,0.6126889,0.48065597,0.7762371,0.5547849,0.45319915,0.65649223,0.7762371,1
67,0.5779654,0.6257997,0.5207214,0.53644097,0.6163414,0.50344056,0.47740626,0.6518983,0.68501824,0.7098799,0.6814297,0.64850706,0.5040906,0.5488733,0.5982425,0.5597702,0.589948,0.55441386,0.57875276,0.7762371,0.5957826,1
